x,y,z
255.363797226653,247.79255790129173,a
211.29666089615807,259.7600601112408,a
215.15353201471805,223.79633444491571,a
188.69955144561396,281.6446632686122,a
210.4111646625982,272.54426049384494,a
238.1158771229226,322.66451125880997,a
223.76100621894892,273.43457108044475,a
203.570787416579,265.5724279421738,a
218.57468370555463,293.1770863134142,a
207.61826413919914,302.6359998402545,a
208.94208583548988,306.07850361211865,a
248.48182594267726,262.5925461020129,a
273.9467801639174,301.1276293604986,a
232.69701894212238,323.17490470297764,a
252.18222551424978,286.836704764354,a
214.96861708783752,283.42361350919236,a
230.22580779176533,291.8223023127812,a
249.92365436935052,308.97307692691606,a
271.2533541431102,257.08733045957797,a
221.80904828515196,298.3247195527167,a
250.75160762476298,293.76853736246176,a
233.4725066508713,313.4681980966935,a
230.18783889090435,289.31608845392606,a
258.04173916894126,365.66469272171435,a
250.57785855427528,334.3993131597092,a
233.5683657296913,371.79756136759414,a
253.0641810104413,300.10823689239317,a
300.82150715217307,342.87085731972456,a
198.85088101364204,342.1240870648471,a
230.04643032,309.9894466224002,a
255.7509813132756,315.747613422285,a
295.2270073776573,330.66288964565285,a
259.10448677231875,353.6854612202593,a
227.40390399894423,318.0504513283191,a
276.5855775160625,383.2559395859413,a
214.21709565837955,349.03324931023764,a
246.2653486693078,375.3956037879215,a
283.2724370432251,325.7350101770885,a
276.72970350182686,345.37992438382014,a
267.72532432795816,385.3539117930652,a
246.8788514543568,322.3556768480471,a
268.43651066227784,347.6651858473268,a
249.5367691823949,402.9114137237608,a
270.4790779601725,371.3800244818784,a
234.3532307624891,361.69541257173444,a
218.05210627211085,337.33556347127995,a
245.553236506287,340.5690543822112,a
279.8752356415823,421.77174235547017,a
258.65815263683857,332.49227094369417,a
262.38344482144134,318.04358936387746,a
292.55224165640493,316.856389758319,a
291.6514799377841,361.567565547648,a
312.42491982863896,308.939365595582,a
282.00960732828673,328.776550070243,a
316.668138974875,318.1134737445888,a
277.33592723536617,287.30301292897246,a
265.795383129652,325.58672231399805,a
275.0027041436131,307.5780556354913,a
313.20321214972614,334.4270141126251,a
305.23613142815407,343.25020146385526,a
319.6226096622681,269.1747601006697,a
258.6554070046207,300.19130916450627,a
287.1436966034971,313.0082304194344,a
320.9505243387819,275.26787561849704,a
324.6678497593068,303.3519833219178,a
301.4402945790341,252.04994294326346,a
336.1243748659262,281.414645142161,a
285.94071525695665,256.60584107869875,a
337.0630263001265,308.18948925209077,a
331.73750953249635,234.9804473927648,a
349.04556919638134,312.9827662877381,a
300.7842004648377,232.22081522545545,a
323.9231316969479,255.40482165828737,a
309.08841383413625,253.00943818053273,a
324.4059378304834,215.7170165075563,a
288.4441810014417,197.55645937781833,a
372.92338737172133,198.83059126756132,a
297.46927116177613,218.46830241963545,a
326.44742490544496,227.62857173730998,a
357.873134098844,220.09569354229058,a
335.522108208021,207.46644098343234,a
409.0879185909463,208.15438150251617,a
350.0868694139221,232.45794952059873,a
373.2241535110918,207.7929817237831,a
350.03725198960854,200.9400391684452,a
362.54574680085364,167.4264400286562,a
392.9974196860882,155.54718443958637,a
354.22214118560316,170.00051668125275,a
355.202857300467,142.6701523766755,a
374.8558819436432,168.26977151663408,a
403.4948881666613,197.77384407947812,a
391.9155386851829,160.5838193932197,a
389.1613287883542,152.28930370470925,a
361.07885089133475,138.59057947192935,a
422.3413265731532,152.89851384409712,a
441.94880298842986,150.95255540642933,a
411.13403926925935,118.3642363214409,a
390.2525738196642,163.3231253902975,a
417.8146881820105,71.03213224153149,a
341.66764326863324,158.05241740359673,a
395.9246277972665,107.51582419050624,a
398.42928663257305,126.9844903347875,a
422.3468838707324,111.6838350869491,a
390.57278364941146,83.35466543645634,a
421.1492010989756,73.49015555960113,a
392.77038520864534,63.62480600735154,a
442.6011447651275,99.26721301126133,a
396.8885458672546,54.65254318270837,a
450.4533683108949,95.49579847330125,a
435.27841368465886,60.40203744893222,a
450.8668276121374,63.39556013833965,a
471.49719063822954,59.92589803807283,a
440.8651017242693,64.94514515657937,a
453.1715736251934,78.61745069676783,a
479.04903066589634,76.91966143777375,a
536.779276817118,82.67229414791234,a
483.83582595413503,40.724890102805546,a
492.1548498183138,67.7743559354301,a
533.8107194745061,39.803081736835,a
530.338399440242,43.207286673353394,a
539.6217412171862,34.21214203255357,a
485.8240089924131,45.88820862030178,a
522.2992227234357,37.739362669596005,a
543.6451661950866,65.1386163510669,a
552.821185831571,26.07416360588678,a
570.8136573402613,48.374460698711914,a
530.5740996779828,42.99279432230128,a
527.1041653716748,42.24247186400902,a
548.0867175402412,-1.2901825081859783,a
562.5143940143682,56.89736659341338,a
533.6100759052463,32.20870815588489,a
545.7113082709377,49.69315967482555,a
531.0321720514337,13.322913975831284,a
554.7509986300357,35.24683449405194,a
576.1554275999487,46.31809717793283,a
553.5046979828513,33.17728347378028,a
570.2978742990591,37.59298981692143,a
539.4961267469437,45.41498288813102,a
533.7696427759628,65.79153120248486,a
518.9164938208651,71.78977961196091,a
527.476902419203,-3.65143754179536,a
557.9184301443769,21.8138681650625,a
566.0215240251697,9.1183954560708,a
577.3707841741331,65.15361618378074,a
574.2816674130079,78.62231269190414,a
624.6361196369714,59.32997168338312,a
596.60179631448,9.2432348933159,a
538.010858738897,31.6917164109621,a
595.3244053449981,31.47066575368177,a
573.9854982127446,5.294741182852647,a
594.1846450827605,34.949871871447044,a
592.0034835768329,74.69900485941872,a
554.4731977629333,72.39720030682128,a
601.8857991953389,41.91990192133528,a
628.8446779778737,-23.636297506187475,a
577.7760688239857,29.58986908262557,a
581.3947976457252,5.782433236342399,a
564.2884643351559,57.058652877776694,a
589.3017474765797,40.91172793049577,a
604.2299306212007,16.505777954036034,a
552.1428858581212,89.82795638008963,a
589.6112965043657,73.92336627626969,a
590.4971514448514,64.96484492650143,a
567.3398073141764,37.42577602083219,a
597.9630544998821,91.96903969521071,a
608.7179440762884,73.23315843711066,a
616.2163411351323,76.78619844102298,a
612.54109998696,73.6775025137776,a
604.1153407757483,63.30455691183198,a
582.4266239813048,102.40634663503118,a
640.8622897473139,80.8739134737362,a
638.6711626578372,97.6826476994986,a
613.7573358822256,55.65588795458331,a
594.9643663753607,64.72767081943357,a
604.362096625948,121.385269988642,a
566.0278705886121,107.87888703390087,a
605.1351313191104,104.32679755185103,a
604.8982011906942,109.11906088356403,a
604.1613593087849,138.17395362840494,a
562.742421178381,137.60428501479362,a
581.7185424833809,111.50809137851996,a
613.5568673115223,162.39063924833596,a
582.4732275312128,174.21757464144713,a
642.9393733251286,133.28165729836007,a
633.0336514220643,200.13796207996728,a
628.6611072952969,148.8723110104417,a
593.1917605316322,165.4503621310285,a
657.9284589733172,193.26844664312006,a
632.9007973570552,206.86717202701368,a
680.5582949486862,231.0747248858671,a
668.11598828965,275.54007248925666,a
661.4635387179737,227.4177932273637,a
600.7717832046657,237.44698317798617,a
671.0561692275041,260.0868363180464,a
620.2913869492288,215.70016302005564,a
639.2921723554354,265.9298875237494,a
629.0177475442758,328.0011877556792,a
622.5392004097745,286.33307786622885,a
673.0479836418142,314.31908175025217,a
610.0749652321404,263.26112386550693,a
594.4324838526803,300.5719143718104,a
663.4917312947094,249.7427050688607,a
645.4167387443888,266.27836068652994,a
612.8129942660925,263.84724725652904,a
665.3879917775394,343.6764910201871,a
671.6473095549479,353.14635665762245,a
677.2474967089905,309.71418916934044,a
654.8348269041674,289.2467184298808,a
632.8475975078061,294.51593865797713,a
657.9768798666499,322.89673436404087,a
646.802348828103,320.22593285459976,a
686.3657596383742,325.8554645799891,a
616.9524194606169,338.09371541776585,a
677.220605029982,366.94077759654954,a
652.5598406632067,328.30966906417655,a
675.9634427035865,350.3732576162256,a
667.9424525152676,359.1674269970798,a
676.0381478828281,312.71362912960797,a
697.2930887202962,345.6239922491968,a
665.2264267275547,340.13225391743543,a
636.9318587244616,325.5821905697379,a
649.8476027300051,364.4071091160304,a
679.6579524847688,298.75236559607845,a
652.1365187975495,313.55838084384004,a
628.4170356223542,292.1475722623201,a
697.5980710741995,309.1619889085756,a
634.8359149909198,307.30592808823985,a
619.2666522993402,267.9159947663437,a
674.9914854147167,284.0242229607288,a
649.969535163762,278.74985837402096,a
666.1555260913475,263.30868482215334,a
656.4140149104596,189.99419559755216,a
613.9272161888409,256.9402402345486,a
668.5324345765953,238.74544119705268,a
677.5623334589328,177.59665089235853,a
637.510818457881,159.7144632372441,a
623.5635901488885,205.1599309354939,a
647.6081599296895,171.77865499963787,a
600.9154400228755,201.79530349265355,a
669.2061914377301,172.6853959909874,a
586.8644062666335,131.1157987940839,a
685.8610339743661,151.02978881956398,a
633.2119484723463,150.9224808954034,a
642.5265908807892,187.3454286426076,a
603.647045740104,118.53251453133663,a
630.4900994498753,50.36914191702124,a
619.1739168030855,142.37251297523852,a
581.3740171614887,101.98623323064584,a
589.8893904500183,105.67672376393966,a
624.1629102324453,80.35913279482412,a
617.5784416057237,101.00737754802401,a
618.7917005624643,105.45733898401909,a
645.9500054957682,60.87084868400535,a
593.5076964610523,34.40188482256923,a
543.2696260351346,63.5625239823446,a
609.8624097805498,42.495102634192165,a
625.2286400573377,71.45438824056015,a
612.984921803106,40.48244488682883,a
532.594436575297,52.178512778008496,a
616.5795848032627,15.447373142355332,a
624.3966279906567,15.56479443557123,a
631.940702002408,33.91766563167107,a
570.9319661183316,19.912203987835028,a
588.3593146557062,54.37309505845582,a
571.9244078313792,-17.722100385783733,a
602.1733978221646,17.086783529875106,a
595.323799028512,72.3341935018895,a
504.29682695397196,67.22036633403945,a
520.7526082419118,38.92612993654609,a
572.2305527134366,4.017599050932688,a
508.4926924428547,2.017950786601318,a
576.0504896826081,35.19682637066472,a
506.5460564732555,21.496117943026434,a
559.2730113723342,40.18929050790189,a
511.33375404149757,51.305693718266866,a
580.7062160578253,89.73213242552072,a
519.1535774231617,66.48305507748267,a
446.87028697241476,10.72261005289505,a
491.5968392913553,24.61647237687987,a
504.39207017923115,82.45894909386072,a
510.86940912512057,59.188068171720715,a
458.4454394614459,72.94825413949087,a
511.77339267432444,53.57583765925932,a
492.324505379328,71.94381653024396,a
451.7285048399074,66.97757144394092,a
408.88417265429086,138.58592661377236,a
402.4743636624928,83.4372003640301,a
411.32130556433003,119.30475899040204,a
402.4460072410966,118.90333551400647,a
427.85828460997897,127.04818727663621,a
452.59285850448225,107.40953771177067,a
449.138966052306,117.34048300787856,a
419.5997713645548,180.57237706356256,a
399.13377599854414,164.25978960771232,a
425.5755109312967,182.54596966634756,a
381.9571355503878,161.36442284591135,a
337.6484326006241,215.0706731309698,a
355.7650439036044,173.54602488083123,a
332.19907849281395,225.90426363401724,a
303.57813856925446,224.2371779344167,a
348.02689435300795,199.32617773278326,a
361.5781278446353,230.18949101575168,a
346.3230825461375,274.2571539155075,a
325.0870403334204,269.08603817783916,a
353.3191772127703,243.91279426861087,a
296.2460702305881,347.76853516138425,a
296.94641687273213,291.9726785055823,a
358.71051832206047,253.28673953740343,a
306.5748716908109,310.2916531629771,a
301.0076223387031,288.6689053073913,a
280.8567256899325,324.9281155352444,a
320.52997743430154,289.85744952235325,a
294.54463423028363,280.0113767216337,a
300.8630279688563,341.410764239739,a
271.04694651318437,335.8841095310668,a
276.73558110036663,295.3815569063463,a
285.3208995093393,344.43403681613506,a
296.1179528045159,338.82661535337365,a
297.46792292035417,337.58838856452985,a
294.4982954380695,369.1868809004007,a
268.34782067865814,377.17188131512455,a
301.14489537146426,395.71624567692686,a
315.27935227781745,365.2726725206005,a
239.3195090401602,332.22713043697127,a
307.4511407004216,358.8461694913377,a
261.4092026000948,333.7083996529215,a
264.1189063244657,328.5804423645622,a
248.86908623556016,347.9324958660602,a
247.43318759241717,327.0901587685207,a
218.85749280901157,389.250416756817,a
269.1794426476544,360.57052113064367,a
223.94815721420903,347.3034841011448,a
249.244707125934,349.6367312462174,a
204.3423730718252,304.3461057440805,a
240.7586011299055,303.20515552996824,a
242.41951489308946,342.9185191650198,a
223.4638301407925,290.83929452836105,a
222.70816559047606,312.56313227581984,a
201.33740558291987,297.03417453867735,a
178.13965524896452,252.77272711589663,a
242.09804171771506,294.9257936500356,a
210.834782862868,295.2331524931426,a
212.8126065335489,315.0192007258008,a
213.18321462937493,286.042235955194,a
202.01648921224898,246.19634554678396,a
156.7452066099659,237.71944090078432,a
186.49152418056187,231.81419392271482,a
209.06448751835728,225.41606281836084,a
152.5228084128586,264.088626174609,a
152.05097007896623,234.24997901850548,a
140.73812284150026,217.15485505985203,a
165.31219740827694,232.9772074303246,a
115.12013399213147,222.99599490121773,a
145.30797803719253,287.0431364510605,a
95.407181383722,235.02752991634674,a
135.5686506586595,267.87056597563674,a
73.00501400681873,282.15672494139164,a
95.28989632391932,268.2014318859596,a
38.978935243892664,307.09431929322994,a
89.6513724714439,316.93897851745,a
68.53336589541549,292.70109836437064,a
64.85158770152312,320.0594146694099,a
53.71219125460348,258.8448957842714,a
65.8893491553536,322.822091198367,a
59.140248858171944,330.5673867620483,a
17.110732087913224,351.1537354641483,a
72.91452469328964,344.46550737217507,a
28.28883720250947,347.85801636033955,a
90.79956256511448,347.40633654626424,a
44.62521489845788,322.0630249951783,a
41.18633158811807,337.8469937391658,a
