x,y,z
563.0942451727037,400.6254899630112,a
587.9287565554048,390.3638816971185,a
554.0312819134216,399.13603548717157,a
587.1568997686472,403.72309503425663,a
593.2050486791661,428.89187898705404,a
574.7679682994025,386.2559151210496,a
624.170788550442,440.74162537415003,a
535.7515063745282,379.26073730957796,a
527.8602581263804,428.31663436779723,a
513.5870068194795,341.41560304173413,a
520.460229883642,415.4645223526423,a
527.9227376102529,281.9843887150224,a
506.7664357692785,345.4367851016601,a
513.3492496875718,364.00865632201953,a
450.1991499955589,379.85839129048077,a
458.2932019054952,342.2765011227916,a
453.73821681796716,350.35467087704706,a
450.68208404623715,299.2440980094308,a
486.77188178980236,271.12153779210496,a
446.46070221903346,363.3022377490113,a
467.00239504134385,291.9536696388425,a
423.59097132296347,330.4082065354914,a
417.8818708410987,329.0044026321021,a
439.5849783501269,276.59645469549184,a
418.8179670306914,290.5742973263864,a
387.7156994862816,278.8601808923289,a
386.56572380128085,298.47407791016735,a
358.95688828159246,281.59884908372794,a
416.2015800397661,284.96362686760875,a
353.82953818217817,254.1496297658806,a
400.29474819814635,263.4057056878994,a
381.8424931386419,233.94190803479512,a
368.23262094765226,224.11186889315843,a
330.14108267672503,285.8162012927379,a
338.9096693420167,271.65586294035506,a
289.5890598094017,269.4249802958918,a
288.9985995272273,209.68148807248718,a
282.61997255207973,211.6782246005033,a
298.0709698141443,274.79083494065753,a
299.8121568033643,248.09725869849007,a
314.6524012738418,241.39792716043718,a
287.6025540666357,206.71006764349727,a
284.8652300561225,192.7614901349932,a
216.2299422530525,230.32692203502393,a
273.4146836277285,244.98792065709043,a
241.34039191994694,195.6672575631485,a
280.93083191259973,185.9332726232921,a
245.76037987580546,259.21116826413885,a
254.49960286456965,232.16859777395416,a
254.92965440717862,178.03080160749954,a
245.3409350835254,138.95078485494105,a
198.4711548441065,184.9697121800017,a
195.2923930632827,140.11744934837446,a
237.58352295662905,164.39126781450705,a
199.27834532647532,187.73412598284688,a
217.65085935876854,174.9631289623211,a
223.35289693337293,187.85119143936691,a
185.8082564674425,167.96576546876736,a
147.54550043757922,163.81391604238354,a
177.62754105571497,175.13795302736156,a
166.47194342141773,142.36608857267686,a
133.60162759886566,152.02114862242672,a
130.5680910725679,158.51983148028506,a
179.55869197915942,168.4580131976145,a
162.75593576935466,145.04966072317058,a
130.7367798897094,111.82321142815567,a
169.05598978672808,123.16546691311191,a
132.3752930248709,145.4898227677822,a
125.72519805856558,155.91531231533145,a
104.2739124498492,123.7553727137958,a
126.78498978797028,159.4309551295451,a
111.33516597718278,84.53076750053089,a
103.52047319140047,123.96532130513248,a
102.02153805458924,121.91682761672826,a
102.43003994234222,94.91867104185258,a
80.03983211297844,105.38220652009448,a
81.56700745335992,119.29299564579827,a
66.3931371354942,117.43146132536742,a
81.95355361810257,143.66607209890077,a
24.47076559786666,120.66926080025485,a
127.51576647678006,99.76605975301806,a
69.9910093784738,129.248036098856,a
101.79551012463915,159.3313262253438,a
93.58278205691175,84.03492312540209,a
22.846064286321273,61.3544003324443,a
49.597954369674156,116.60668330607899,a
39.75446353681343,55.780470298125636,a
55.863662323453376,77.20510337610705,a
91.70595732221574,66.4529114248665,a
32.02779711730852,118.21738446554463,a
24.136270115829976,39.626769808220615,a
82.9727489898132,50.825408068190484,a
42.03191053881014,66.57243440771288,a
77.03497911332765,73.50305733810404,a
33.91740674132827,61.937721859519115,a
84.69163679345458,99.57891709411109,a
40.4794296406074,125.08435084405176,a
51.06682440873855,63.45333182218468,a
51.82399413029685,62.91279173443638,a
14.793601805189407,51.608604278673624,a
22.582376059126304,44.369988609409916,a
27.28129286309446,43.547186794966024,a
79.01812439748738,52.81648772270131,a
81.88641555623195,69.01846842767168,a
81.96880503905126,100.15984627212339,a
82.37204681282141,101.87762287929496,a
137.55561739013348,85.34874074916127,a
101.40053441718517,87.25947446060343,a
59.506741503659214,120.66552439012662,a
101.92780381583887,110.31296180590596,a
84.689632933756,80.04436735769224,a
165.80866196773118,84.01912066956243,a
176.98953642305207,139.97343332758277,a
187.84940277943366,100.4318917576511,a
149.56098637976606,87.58161827698729,a
150.65354803551116,117.9677257805439,a
164.61901949038798,94.33534335894245,a
230.49697217013414,124.60996919388646,a
221.10626784569502,141.07728098815306,a
234.05326058997886,180.98990919585498,a
227.8237583974577,156.65215137317193,a
218.2627309418311,156.7238200400958,a
289.381908237257,204.81616220973973,a
227.78979944875067,180.33071671501943,a
285.81272990674506,154.99958403052358,a
301.381824061976,216.25356577828092,a
318.92958387035185,249.32494459851813,a
306.58229431706366,192.55136227242332,a
367.28143404201285,224.82269043227387,a
357.77115649511154,248.30971917462074,a
344.6241474604842,292.52276943931844,a
405.2121400163767,243.68327063006507,a
387.74016926207196,316.21251689147323,a
428.01346176728595,269.74078210556024,a
423.74450172375526,302.1302042836237,a
566.097679826622,303.36939819063105,a
487.9493453393129,284.3838823722484,a
522.6294031667795,310.1578889912174,a
519.83164452672,365.77773790930223,a
472.19670558865215,368.1846208710273,a
568.3377212429685,337.67186427837146,a
600.761567007161,341.92777991418205,a
548.3320641118556,330.04724560660077,a
567.684903697075,348.11121443956324,a
541.001131864235,320.63314642634623,a
530.2272276369314,366.43325249381235,a
595.2827665064971,377.93897837388727,a
605.4430300286707,362.636604153609,a
594.8843610000898,365.9356758823744,a
557.6569719671983,362.19045465544656,a
591.4626655040523,375.66078923804247,a
616.3125636102446,365.616437548098,a
644.5456481029278,337.5244630842715,a
634.7545010885692,398.08781554817415,a
660.8899391629797,416.95861185892124,a
617.647561955195,440.3953623607739,a
662.0909784432922,420.0288633018802,a
614.7932820903336,431.29522877264037,a
648.781647398371,414.97374730775357,a
615.1970896125138,448.1854201077238,a
613.4010491406652,407.533205199117,a
629.6011232939087,403.3820948128394,a
639.5819693521648,398.18819331435145,a
697.2591205478852,426.555535228216,a
642.8265366223573,421.23965266147115,a
692.1188744471542,378.81543651333936,a
651.0316861181028,419.93997178384,a
683.4300875521523,431.1400458270983,a
657.6118985253407,449.1984184100796,a
694.678749999157,421.03578710473835,a
668.4344684340352,470.15114565719506,a
703.1659533970071,425.3876307195428,a
677.4135755670239,421.1439433149468,a
664.9435130836285,432.41833779664427,a
666.1970443782253,414.00051752199727,a
635.3304045890325,393.69417787264774,a
655.9701691602543,411.80152668611106,a
639.0948545206955,420.0860794501076,a
625.4164972106722,438.4773536487902,a
651.6924388612636,468.13143467209466,a
600.9625059834166,416.4014134623413,a
588.592765369965,407.1223353878023,a
632.6647591887654,390.7130731419058,a
596.8504454667695,389.513235333277,a
591.0279834288779,382.65201545218645,a
581.6806433398605,425.110510297555,a
540.6600386630782,381.71558809952126,a
604.795246627335,398.6321606949129,a
547.7249596541022,381.95734706345434,a
571.8014677779846,393.69449345159217,a
568.7641430994184,395.0818648174364,a
561.799420497232,397.033426033679,a
545.7681575069412,410.34535633966226,a
547.9713886002793,395.98194985237416,a
585.2283224935496,376.9894696222592,a
552.7045496636824,396.48077103313847,a
544.8724491623994,325.5653494603059,a
529.842173464872,343.76632852863185,a
499.28255460593834,338.9767818009891,a
560.9720104496992,330.5765713322351,a
486.31476395081864,354.6050928901951,a
485.4476126974239,337.18672708955523,a
491.02357106307306,324.200290862145,a
517.6644180359884,328.0758478907067,a
532.3240322340491,359.00464809791913,a
503.2109303630517,340.62351110822897,a
546.8525520856829,341.24180749864195,a
529.998067755746,340.52682471565277,a
552.9977947042605,346.91628937433626,a
606.8653298303768,418.8900091709761,a
644.1356599999848,394.58921671131327,a
631.2044417028478,405.61038483031206,a
674.044655581179,365.5681306281405,a
684.8551600243396,399.55514409780574,a
653.489899859365,396.68307245912354,a
669.0763410497055,384.2470115027134,a
627.4458578773132,459.54569186956905,a
641.987001984283,452.51214384635637,a
690.2276661575097,452.55088580973904,a
663.8559344349518,396.0538599489669,a
690.2244081261152,424.67301470014365,a
692.4101853477,401.0219709558852,a
681.8421494171914,402.8250772818956,a
679.920699184833,448.8429781901928,a
690.3606182106541,393.3310897666186,a
697.2877625391585,435.5330534107566,a
699.699021669287,420.4398655155022,a
616.2797935973114,410.0801022173752,a
662.5918653594031,461.2327375615328,a
665.3529715182732,416.39422445220464,a
632.8512998323347,434.89398559553206,a
630.455779815728,436.029586782777,a
654.2011847812316,442.73747714979174,a
611.7269954159565,392.09317201506974,a
633.9406652450705,405.18252588861327,a
622.2414721511659,391.5941204499406,a
550.3952001230867,377.77779594468666,a
557.8230498144112,371.90669479769224,a
561.0018361900687,386.30244418639853,a
531.616245004786,356.9372664046512,a
503.9359268185513,362.7856186776619,a
559.6504746182192,377.1023105315189,a
477.4317666599674,309.02818930868364,a
483.0696048095501,361.2867127569032,a
437.7864058152427,340.5822961164382,a
448.79882940222706,339.26599235324954,a
461.49951000473084,329.4050331528773,a
476.8669331883469,298.03153526455674,a
404.27310636506814,243.49725574543157,a
446.34448399642923,308.6913566142849,a
405.0795543284723,310.58123437851043,a
393.4221634251687,277.55725800530575,a
393.9511085989501,280.7030729615054,a
416.73692637192534,326.5541820538606,a
348.42477953359435,285.52935479154496,a
394.63261235731545,227.44529921813296,a
350.8447892845284,266.54776832771813,a
301.8047587759314,271.3751708261883,a
329.71227281522306,263.5580164249002,a
338.96658909165035,245.20940162068632,a
351.46228121480976,236.60786963489568,a
326.4095476281584,213.4344035164222,a
340.37120279488647,240.64199187048172,a
281.04405203655483,218.34231959689674,a
327.9721544197356,238.41255097274166,a
333.5498647288457,249.38967865214738,a
331.1298688676322,219.48894977317593,a
285.4693997158519,214.14354020552508,a
263.0544207739021,209.89636660940926,a
317.2945509570711,202.29362654521964,a
250.58003785364374,163.92371714898871,a
277.1059197075389,181.12313408579172,a
261.58762681246765,197.89566346267065,a
238.95564460640384,182.11298458429667,a
257.64425956646113,200.8882898829334,a
221.41442756405297,204.79527392237367,a
182.71259671760674,191.12138086567177,a
200.4781674541117,214.15039655957673,a
184.00474091016736,160.67477723380046,a
182.6859696774264,178.84542761000301,a
154.58958718415204,169.5954796786117,a
169.07959954281813,182.90593745160595,a
129.6489945805276,154.60822641230135,a
105.07662860487991,195.82565253907137,a
91.64901103091441,138.8871476210595,a
115.77600619438358,154.98909048999673,a
141.19310083425322,148.00492072283367,a
110.31784767356226,170.42564216267402,a
163.99319685851376,86.20067358244444,a
153.05626601662883,114.76236733111654,a
172.5862736118935,118.99079466999615,a
63.50964575157928,163.48578556017304,a
108.45569427105328,133.15792310765374,a
116.26163361222277,165.4695689048006,a
147.3781169759718,132.14236652191687,a
157.05444128562016,163.184604938873,a
169.87288993501255,192.98497501276546,a
210.01039154541135,177.70556480466433,a
230.30889506376883,200.26219290060504,a
249.64625513169528,201.7018635331189,a
297.3106507710336,254.96441656273603,a
255.23623552149883,209.8922468787125,a
311.4135943931084,268.6227712892188,a
342.0250137337331,211.3570011491081,a
328.67529325843066,219.9641545049153,a
304.12102963640353,207.10893677564871,a
342.1739504309836,245.53745882261393,a
375.1586450381881,250.64283969409877,a
421.7735739036465,301.51092984549723,a
393.4840839107315,244.03429762505988,a
456.2065360232266,286.1828346163843,a
410.83173341473844,267.0096251459515,a
470.2206224153693,345.54398240875435,a
459.7565924465263,317.4933842495436,a
533.3631874096352,330.5811766979278,a
507.08754319231315,362.1350349658675,a
433.5964909874883,286.7321799081948,a
543.6436320987615,308.43761948130503,a
553.4303803823283,351.0458565493675,a
636.2873702779348,318.3432927519635,a
579.6503535367751,357.12616999080456,a
576.8923737705787,364.4005476493406,a
633.3521007142357,352.73766718782565,a
610.4337374164753,417.9665272682473,a
619.4912268134584,391.1412035391268,a
647.4605161494169,367.9215054090289,a
640.6457038970134,398.0911168290703,a
683.5603508049977,340.3014729105192,a
678.3643157403214,377.1204275204204,a
658.4925553332931,410.7244029991771,a
670.0691532401942,407.82528254479865,a
708.9647365559636,406.51399716806094,a
652.1892585387997,395.66043025819727,a
729.7105694515213,389.0569625038339,a
683.3944408743808,423.2206165606809,a
683.8605995012471,431.2775758939719,a
712.0647099954325,411.8583028819326,a
684.108942218109,395.4498994464362,a
694.8983764139591,388.7639901874265,a
713.7534353659717,408.5019651785912,a
728.1296191379008,447.7604621276397,a
691.9615178478413,420.6499539312518,a
709.4042822725268,425.6781577839055,a
